treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
object category "I_XEL_MAG_Harpers_HarpersAmulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_EGW_OfTheDrunkard_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Healer_HPRestoration_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Gish_WeaknessBranding_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_HAG_EyeballNecklace",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ChargedLightning_LightningBlast_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_HAG_Phylactery",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Thunder_ReverberationOnRangeSpellDamage_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CHA_OutpostJewelry",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_TWN_NecklaceOfCharming",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_SocietyOfBrilliance_MagicMissileNecklace",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_PHB_ofPower_Pearl_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ElementalGish_CantripBooster_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LowHP_IgnoreAttackOfOpportunity_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_DEN_Arabella_Locket",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Shadow_FogCloud_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Frost_Frostbite_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Fire_HeatOnTakingFireDamage_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Healer_HealSelfPoisonWeapon_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_GOB_Pens_BeastmasterAmulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_Minotaur_BeltAmulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_DEN_BearReward_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_GOB_DrowCommander_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_MartyrAmulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_GOB_Priest_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_TheOptimist_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CRE_MAG_Githborn_Amulet",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_PHB_OfRegeneration_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_OfFeywildSparks_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_PHB_OfEvasion_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Orpheus_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Critical_CriticalExecution_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_OfUndeadServant_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ParalyzingRay_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_TWN_BondedByLove_HusbandsRing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_TWN_BondedByLove_WifesRing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_LOW_JannathRing_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_FlamingFist_ScoutRing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_RiskyAttack_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Harpers_RingOfTwilight",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_WYRM_OfTruthTelling_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_PHB_Ring_Of_Protection",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_RingOfPoisonResistance",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_UND_RingOfMindShielding",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_PHB_OfFreeAction_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Myrkulites_RingofMyrkul_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_OfBlink_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Gish_ArcaneSynergy_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_LOW_Rat_Keepsake_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_DeadInWater_CallarduranTrinket",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ArcaneTrickster_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_LOW_KerriRing_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_MassHealRing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ChargedLightning_Resistance_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_SocietyOfBrilliance_DarkvisionRing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Gish_PsychicDamageBonusWhileConcentrating_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Mobility_LowHP_Momentum_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Frost_GenerateSurfaceOnColdDamage_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_PLA_SmugglerRing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ShapeshiftersBurgeon_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_SCL_MastiffPoachers_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Shadow_ShadowBlade_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_TheOptimist_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Thunder_InflictDazeOnThunderDamage_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_PassWithoutTrace_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Fire_SelfImmolation_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_SocietyOfBrilliance_PullingRing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Psychic_MentalOverload_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_PHB_OfJumping_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Harpers_RingOfAttraction",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Harpers_RingOfProjection",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_ElementalGish_ElementalInfusion_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_DEN_HarpyMeal_NestRing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_KC_RingOfAbsolute",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Poison_PoisonLethality_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_Tower_RingArcana",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_SCL_MAG_SkepticalRobber_WifesRing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UND_MushroomHunger_RingOfExploration",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Shadow_BlindImmunity_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_UNI_WYR_Circus_WheelRing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_ARM_DrunkGoblinRing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Radiant_RadiatingOrb_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Acid_AcidDamageOnWeaponAttack_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Radiant_DamageBonusOnIlluminatedTarget_Ring",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_MAG_Shove_ACboost_Ring",1,0,0,0,0,0,0,0
new treasuretable "XEL_GrenadeContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "20,1"
StartLevel "1"
object category "I_CONS_DRINK_Water_Bottle",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_AcidBottle",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_FireBottle",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_GreaseBottle",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_ALCH_Solution_Grenade_Light",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_HolyWaterFlask",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_OilBottle",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_MindflayerBulb_Spiked",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_MindflayerBulb_Caustic",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_MindflayerBulb_Vacuum",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_Bomb",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_ALCH_Solution_Grenade_Web",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_Bomb_Orthon",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_OBJ_Bomb_Orthon_2",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_WYR_Gortash_Grenade",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_WPN_Grenade_BloodSurface",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_GRN_Spore_Haste",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_ALCH_Solution_Grenade_SporesConfusion",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_ALCH_Solution_Grenade_SporesHaste",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_ALCH_Solution_Grenade_SporesToxic",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_Bomb_Sunflash",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_Bag_BlackPowder",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_UND_OBJ_Runepowder_Vial",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_QUEST_HAG_GrenadeFire",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_QUEST_HAG_GrenadePoison",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_UNI_BrilliantRetort",1,0,0,0,0,0,0,0
new treasuretable "XEL_HagsHairBag"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "20,1"
StartLevel "1"
object category "I_XEL_CONS_HagHair_Strength",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_CONS_HagHair_Dexterity",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_CONS_HagHair_Constitution",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_CONS_HagHair_Intelligence",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_CONS_HagHair_Wisdom",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_CONS_HagHair_Charisma",1,0,0,0,0,0,0,0
new treasuretable "XEL_HagsBrewBag"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "20,1"
StartLevel "1"
object category "I_HAG_Lovers_Avarice",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_HAG_Mothers_Loathing",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_HAG_Wilted_Dreams",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_HAG_Missing_Pets",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_HAG_Stillborn",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_HAG_Lost_Time",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_HAG_Broken_Promises",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_HAG_Faltering_Will",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_HAG_Heart_Of_Stone",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_HAG_Insanitys_Kiss",1,0,0,0,0,0,0,0
new treasuretable "XEL_ToolContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_HagHairBag",1,0,0,0,0,0,0,0
new subtable "100,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new subtable "100,1"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_Kit_Disguise",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_XEL_UNI_WYR_Circus_FacePaint",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Tool_Shovel",1,0,0,0,0,0,0,0
new subtable "20,1"
object category "I_OBJ_Soap",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_InfernalPlate",1,0,0,0,0,0,0,0
new subtable "99,1"
object category "I_GLO_SoulCoin",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Potion_EXP_500",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Potion_EXP_1000",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Potion_EXP_5000",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Potion_EXP_10000",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_CONS_Potion_EXP_MaxLevel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_Cons_Potion_Inspiration",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_XEL_Cons_Potion_MusicalProficiency",1,0,0,0,0,0,0,0
new treasuretable "XEL_TadpoleBag"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "20,1"
StartLevel "1"
object category "I_OBJ_TadpolePowerJar",1,0,0,0,0,0,0,0
new treasuretable "XEL_AlchemyIngredientContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "30,1"
StartLevel "1"
object category "I_CONS_Herbs_Mugwort",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Herbs_Wispweed",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Herbs_Mergrass",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Herbs_Autumncrocus",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Herbs_Weavemoss",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Herbs_Daggeroot",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Herbs_Belladonna",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Herb_NightOrchid",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Herb_BlackOleander",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Herbs_Balsam",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_SCL_Distillery_PurpleWormPoisonIngredient",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Mushrooms_SilvanTruffle",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Mushrooms_RoguesMorsel",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Mushrooms_TongueOfMadness",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Mushrooms_Bonecap",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Mushrooms_SwarmingToadstool",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_YellowMuskCreeper",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Mushrooms_BullywugTrumpet",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Mushrooms_DragonEggMushroom",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Mushrooms_SporeTimmask",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Mushroom_ShadowrootSac",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_CONS_Mushrooms_Nightlight_Piece",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Part_MyconidSpore_Haste",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Part_MyconidSpore_Poison",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_OBJ_Crystal_Laculite",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_OBJ_Crystal_Viridian",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_OBJ_Crystal_LolthsCandle",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_OBJ_Crystal_SylvanStone",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_OBJ_Crystal_ChasmCreeper",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_FireAmber",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Part_MagmaMephitHeart",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_UnicornHorn",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_PlanetarFeather",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Part_EagleFeather",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_KiRinHair",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Part_ImpPatagium",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Part_HyenaEar",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_FrostSalamander",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_CarrionCrawler",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Part_Shadowcursed",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_XornScales",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_BeholderEye",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Part_GremishkaTail",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Part_WoodBark",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_GauthEye",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Part_WorgFang",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_SnakeFang",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_PurpleWorm",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Part_ScryingEye",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Part_OchreJellySlime",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_PegasusFeather",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_WyvernStinger",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_OBJ_AutomatonPart",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Part_MudMephitWing",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Part_IntellectDevourer",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_DivineBoneShard",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_Nothic",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_CloudGiantFinger",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_HillGiantFinger",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_LOOT_Underdark_HookHorrorClaw",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Loot_BehirScales",1,0,0,0,0,0,0,0
new subtable "30,1"
object category "I_ALCH_Ingredient_Part_SpiderGland",1,0,0,0,0,0,0,0
new treasuretable "XEL_ClothingContainer"
MinLevel "-20"
MaxLevel "20"
IgnoreLevelDiff 1
new subtable "1,1"
StartLevel "1"
object category "I_XEL_OBJ_EpilogueClothingBag",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Prison_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Camp_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Refugee_Gray",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Refugee_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Leather_Black",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Leather_Rich_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Leather_Bright",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Shirt_Red",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Shirt_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Leather_Rich_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Leather",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Shirt_Black",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Refugee",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Shirt_Purple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Shirt_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Pants",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_Black",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_Purple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_C_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_C_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_C_Red",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Citizen_B_Teal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_D_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_D_White",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_D",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_C",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_B",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_F_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_F",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_B1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_E_GreenPink",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_E",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_E_Teal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G_Red",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G_Brown",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G_Bright",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G_Black",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G2_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G2_White",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G2_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_G2_Purple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_B1_Beige",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_C_Blue",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_Gold",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_Green",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_B_Purple",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_C_Red",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Rich_Teal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Patriars_Red",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Vanity_Body_Patriars_Green",1,0,0,0,0,0,0,0
